tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
72,622,118,TRANSFER,627.89,2017-01-01T00:00:00Z,False,-1
73,1152,20,TRANSFER,976.77,2017-01-01T00:00:00Z,False,-1
74,1121,140,TRANSFER,223.11,2017-01-01T00:00:00Z,False,-1
75,999,754,TRANSFER,348.39,2017-01-01T00:00:00Z,False,-1
76,61,72,TRANSFER,391.77,2017-01-01T00:00:00Z,False,-1
77,869,32,TRANSFER,103.57,2017-01-01T00:00:00Z,False,-1
78,35,179,TRANSFER,852.2,2017-01-01T00:00:00Z,False,-1
79,1118,45,TRANSFER,835.61,2017-01-01T00:00:00Z,False,-1
80,1428,40,TRANSFER,287.35,2017-01-01T00:00:00Z,False,-1
81,794,1028,TRANSFER,221.15,2017-01-01T00:00:00Z,False,-1
82,132,17,TRANSFER,109.22,2017-01-01T00:00:00Z,False,-1
83,784,53,TRANSFER,283.9,2017-01-01T00:00:00Z,False,-1
84,397,38,TRANSFER,639.22,2017-01-01T00:00:00Z,False,-1
85,1261,146,TRANSFER,800.72,2017-01-01T00:00:00Z,False,-1
86,614,66,TRANSFER,554.28,2017-01-01T00:00:00Z,False,-1
87,903,132,TRANSFER,743.51,2017-01-01T00:00:00Z,False,-1
88,386,118,TRANSFER,972.73,2017-01-01T00:00:00Z,False,-1
89,928,39,TRANSFER,321.68,2017-01-01T00:00:00Z,False,-1
90,781,169,TRANSFER,133.76,2017-01-01T00:00:00Z,False,-1
91,1391,41,TRANSFER,333.06,2017-01-01T00:00:00Z,False,-1
92,1391,249,TRANSFER,522.02,2017-01-01T00:00:00Z,False,-1
93,1179,12,TRANSFER,178.29,2017-01-01T00:00:00Z,False,-1
94,937,43,TRANSFER,732.75,2017-01-01T00:00:00Z,False,-1
95,1340,80,TRANSFER,156.59,2017-01-01T00:00:00Z,False,-1
96,944,128,TRANSFER,415.67,2017-01-01T00:00:00Z,False,-1
97,215,86,TRANSFER,478.3,2017-01-01T00:00:00Z,False,-1
98,822,29,TRANSFER,354.67,2017-01-01T00:00:00Z,False,-1
99,102,83,TRANSFER,118.99,2017-01-01T00:00:00Z,False,-1
100,44,560,TRANSFER,463.8,2017-01-01T00:00:00Z,False,-1
101,1203,26,TRANSFER,832.2,2017-01-01T00:00:00Z,False,-1
102,1021,24,TRANSFER,750.17,2017-01-01T00:00:00Z,False,-1
103,55,33,TRANSFER,857.71,2017-01-01T00:00:00Z,False,-1
104,12,52,TRANSFER,610.76,2017-01-01T00:00:00Z,False,-1
105,1162,350,TRANSFER,337.65,2017-01-01T00:00:00Z,False,-1
106,949,341,TRANSFER,785.6,2017-01-01T00:00:00Z,False,-1
107,1190,325,TRANSFER,799.35,2017-01-01T00:00:00Z,False,-1
108,610,38,TRANSFER,352.13,2017-01-01T00:00:00Z,False,-1
109,641,118,TRANSFER,680.3,2017-01-01T00:00:00Z,False,-1
110,1130,68,TRANSFER,300.13,2017-01-01T00:00:00Z,False,-1
111,1153,75,TRANSFER,327.53,2017-01-01T00:00:00Z,False,-1
112,629,30,TRANSFER,137.72,2017-01-01T00:00:00Z,False,-1
113,391,571,TRANSFER,551.52,2017-01-01T00:00:00Z,False,-1
114,14,8,TRANSFER,620.26,2017-01-01T00:00:00Z,False,-1
115,1420,227,TRANSFER,138.9,2017-01-01T00:00:00Z,False,-1
116,1422,103,TRANSFER,456.32,2017-01-01T00:00:00Z,False,-1
117,1205,954,TRANSFER,541.6,2017-01-01T00:00:00Z,False,-1
118,648,190,TRANSFER,774.75,2017-01-01T00:00:00Z,False,-1
119,1299,4,TRANSFER,672.07,2017-01-01T00:00:00Z,False,-1
120,872,30,TRANSFER,281.48,2017-01-01T00:00:00Z,False,-1
121,974,151,TRANSFER,554.13,2017-01-01T00:00:00Z,False,-1
122,1328,22,TRANSFER,267.1,2017-01-01T00:00:00Z,False,-1
123,868,47,TRANSFER,226.44,2017-01-01T00:00:00Z,False,-1
124,1360,33,TRANSFER,476.54,2017-01-01T00:00:00Z,False,-1
125,960,13,TRANSFER,530.34,2017-01-01T00:00:00Z,False,-1
126,606,8,TRANSFER,388.74,2017-01-01T00:00:00Z,False,-1
127,382,89,TRANSFER,528.07,2017-01-01T00:00:00Z,False,-1
128,894,74,TRANSFER,631.27,2017-01-01T00:00:00Z,False,-1
129,967,30,TRANSFER,126.97,2017-01-01T00:00:00Z,False,-1
130,1302,41,TRANSFER,202.24,2017-01-01T00:00:00Z,False,-1
131,1357,117,TRANSFER,820.85,2017-01-01T00:00:00Z,False,-1
132,1433,38,TRANSFER,333.58,2017-01-01T00:00:00Z,False,-1
133,400,46,TRANSFER,593.81,2017-01-01T00:00:00Z,False,-1
134,809,73,TRANSFER,286.08,2017-01-01T00:00:00Z,False,-1
135,893,232,TRANSFER,927.68,2017-01-01T00:00:00Z,False,-1
136,1412,40,TRANSFER,544.54,2017-01-01T00:00:00Z,False,-1
137,1148,55,TRANSFER,799.7,2017-01-01T00:00:00Z,False,-1
138,875,39,TRANSFER,344.62,2017-01-01T00:00:00Z,False,-1
139,1160,90,TRANSFER,917.39,2017-01-01T00:00:00Z,False,-1
140,1373,30,TRANSFER,786.72,2017-01-01T00:00:00Z,False,-1
141,1388,197,TRANSFER,562.75,2017-01-01T00:00:00Z,False,-1
142,916,75,TRANSFER,730.06,2017-01-01T00:00:00Z,False,-1
143,1305,53,TRANSFER,687.93,2017-01-01T00:00:00Z,False,-1
144,6,33,TRANSFER,442.28,2017-01-01T00:00:00Z,False,-1
145,1430,52,TRANSFER,912.67,2017-01-01T00:00:00Z,False,-1
146,1417,92,TRANSFER,345.43,2017-01-01T00:00:00Z,False,-1
147,16,20,TRANSFER,823.14,2017-01-01T00:00:00Z,False,-1
148,402,956,TRANSFER,359.67,2017-01-01T00:00:00Z,False,-1
149,1264,15,TRANSFER,390.34,2017-01-01T00:00:00Z,False,-1
150,522,26,TRANSFER,626.14,2017-01-01T00:00:00Z,False,-1
151,1046,334,TRANSFER,571.5,2017-01-01T00:00:00Z,False,-1
152,1128,43,TRANSFER,813.86,2017-01-01T00:00:00Z,False,-1
153,1380,18,TRANSFER,578.75,2017-01-01T00:00:00Z,False,-1
154,94,17,TRANSFER,396.24,2017-01-01T00:00:00Z,False,-1
155,1406,249,TRANSFER,995.81,2017-01-01T00:00:00Z,False,-1
156,77,25,TRANSFER,560.16,2017-01-01T00:00:00Z,False,-1
157,778,657,TRANSFER,829.49,2017-01-01T00:00:00Z,False,-1
158,1330,26,TRANSFER,653.91,2017-01-01T00:00:00Z,False,-1
159,751,141,TRANSFER,290.77,2017-01-01T00:00:00Z,False,-1
160,882,33,TRANSFER,370.13,2017-01-01T00:00:00Z,False,-1
161,380,50,TRANSFER,466.47,2017-01-01T00:00:00Z,False,-1
162,211,740,TRANSFER,647.8,2017-01-01T00:00:00Z,False,-1
163,863,64,TRANSFER,804.72,2017-01-01T00:00:00Z,False,-1
164,36,52,TRANSFER,692.66,2017-01-01T00:00:00Z,False,-1
165,1394,207,TRANSFER,590.02,2017-01-01T00:00:00Z,False,-1
166,914,1423,TRANSFER,516.61,2017-01-01T00:00:00Z,False,-1
167,645,369,TRANSFER,300.85,2017-01-01T00:00:00Z,False,-1
168,288,43,TRANSFER,504.48,2017-01-01T00:00:00Z,False,-1
169,977,26,TRANSFER,898.22,2017-01-01T00:00:00Z,False,-1
170,1333,5,TRANSFER,950.9,2017-01-01T00:00:00Z,False,-1
171,1395,1037,TRANSFER,929.83,2017-01-01T00:00:00Z,False,-1
172,946,3,TRANSFER,570.53,2017-01-01T00:00:00Z,False,-1
173,910,11,TRANSFER,694.81,2017-01-01T00:00:00Z,False,-1
174,910,911,TRANSFER,755.62,2017-01-01T00:00:00Z,False,-1
175,1325,256,TRANSFER,950.53,2017-01-01T00:00:00Z,False,-1
176,595,35,TRANSFER,853.64,2017-01-01T00:00:00Z,False,-1
177,1348,257,TRANSFER,412.53,2017-01-01T00:00:00Z,False,-1
178,11,39,TRANSFER,621.4,2017-01-01T00:00:00Z,False,-1
179,1015,30,TRANSFER,382.13,2017-01-01T00:00:00Z,False,-1
180,918,7,TRANSFER,514.62,2017-01-01T00:00:00Z,False,-1
181,907,193,TRANSFER,122.55,2017-01-01T00:00:00Z,False,-1
182,907,193,TRANSFER,906.81,2017-01-01T00:00:00Z,False,-1
183,399,51,TRANSFER,530.06,2017-01-01T00:00:00Z,False,-1
184,396,71,TRANSFER,924.3,2017-01-01T00:00:00Z,False,-1
185,396,71,TRANSFER,152.84,2017-01-01T00:00:00Z,False,-1
186,1157,87,TRANSFER,781.57,2017-01-01T00:00:00Z,False,-1
187,1135,44,TRANSFER,225.83,2017-01-01T00:00:00Z,False,-1
188,1004,26,TRANSFER,400.67,2017-01-01T00:00:00Z,False,-1
189,885,346,TRANSFER,794.18,2017-01-01T00:00:00Z,False,-1
190,1326,21,TRANSFER,870.2,2017-01-01T00:00:00Z,False,-1
191,1326,125,TRANSFER,151.95,2017-01-01T00:00:00Z,False,-1
192,1155,166,TRANSFER,182.65,2017-01-01T00:00:00Z,False,-1
193,1238,9,TRANSFER,335.76,2017-01-01T00:00:00Z,True,0
194,9,288,TRANSFER,500.3,2017-01-01T00:00:00Z,False,-1
195,1154,170,TRANSFER,411.49,2017-01-01T00:00:00Z,False,-1
196,3,275,TRANSFER,804.88,2017-01-01T00:00:00Z,False,-1
197,626,8,TRANSFER,785.74,2017-01-01T00:00:00Z,False,-1
198,957,21,TRANSFER,797.03,2017-01-01T00:00:00Z,False,-1
199,957,657,TRANSFER,483.88,2017-01-01T00:00:00Z,False,-1
200,917,17,TRANSFER,183.07,2017-01-01T00:00:00Z,False,-1
201,900,113,TRANSFER,748.5,2017-01-01T00:00:00Z,False,-1
202,557,33,TRANSFER,814.8,2017-01-01T00:00:00Z,False,-1
203,1200,18,TRANSFER,535.07,2017-01-01T00:00:00Z,False,-1
204,1319,1416,TRANSFER,926.11,2017-01-01T00:00:00Z,False,-1
205,1425,14,TRANSFER,799.05,2017-01-01T00:00:00Z,False,-1
206,1165,23,TRANSFER,249.79,2017-01-01T00:00:00Z,False,-1
207,1421,20,TRANSFER,312.83,2017-01-01T00:00:00Z,False,-1
208,1421,323,TRANSFER,913.57,2017-01-01T00:00:00Z,False,-1
209,1105,104,TRANSFER,659.66,2017-01-01T00:00:00Z,False,-1
210,28,17,TRANSFER,293.28,2017-01-01T00:00:00Z,False,-1
211,107,731,TRANSFER,312.55,2017-01-01T00:00:00Z,False,-1
212,921,238,TRANSFER,579.54,2017-01-01T00:00:00Z,False,-1
213,1009,62,TRANSFER,783.59,2017-01-01T00:00:00Z,False,-1
214,608,120,TRANSFER,372.36,2017-01-01T00:00:00Z,False,-1
215,1404,147,TRANSFER,340.32,2017-01-01T00:00:00Z,False,-1
216,783,98,TRANSFER,986.99,2017-01-01T00:00:00Z,False,-1
217,1040,85,TRANSFER,252.49,2017-01-01T00:00:00Z,False,-1
218,1409,36,TRANSFER,856.79,2017-01-01T00:00:00Z,False,-1
219,1332,21,TRANSFER,517.45,2017-01-01T00:00:00Z,False,-1
220,1332,40,TRANSFER,131.67,2017-01-01T00:00:00Z,False,-1
221,26,1220,TRANSFER,969.58,2017-01-01T00:00:00Z,False,-1
222,108,53,TRANSFER,411.4,2017-01-01T00:00:00Z,True,1
223,53,668,TRANSFER,467.4,2017-01-01T00:00:00Z,False,-1
224,53,668,TRANSFER,681.03,2017-01-01T00:00:00Z,False,-1
225,899,40,TRANSFER,710.22,2017-01-01T00:00:00Z,False,-1
226,969,3,TRANSFER,890.08,2017-01-01T00:00:00Z,False,-1
227,1429,28,TRANSFER,537.08,2017-01-01T00:00:00Z,False,-1
228,126,24,TRANSFER,776.06,2017-01-01T00:00:00Z,False,-1
229,799,28,TRANSFER,617.1,2017-01-01T00:00:00Z,False,-1
230,1193,367,TRANSFER,599.6,2017-01-01T00:00:00Z,False,-1
231,116,19,TRANSFER,964.76,2017-01-01T00:00:00Z,False,-1
232,890,19,TRANSFER,556.25,2017-01-01T00:00:00Z,False,-1
233,1343,29,TRANSFER,115.88,2017-01-01T00:00:00Z,False,-1
234,1343,324,TRANSFER,484.58,2017-01-01T00:00:00Z,False,-1
235,1127,205,TRANSFER,766.73,2017-01-01T00:00:00Z,False,-1
236,968,24,TRANSFER,705.45,2017-01-01T00:00:00Z,False,-1
237,976,77,TRANSFER,636.22,2017-01-01T00:00:00Z,False,-1
238,1011,117,TRANSFER,512.11,2017-01-01T00:00:00Z,False,-1
239,71,25,TRANSFER,517.06,2017-01-01T00:00:00Z,False,-1
240,384,58,TRANSFER,777.51,2017-01-01T00:00:00Z,False,-1
241,384,33,TRANSFER,692.83,2017-01-01T00:00:00Z,False,-1
242,19,44,TRANSFER,583.55,2017-01-01T00:00:00Z,False,-1
243,1023,338,TRANSFER,792.19,2017-01-01T00:00:00Z,False,-1
244,63,12,TRANSFER,344.29,2017-01-01T00:00:00Z,False,-1
245,1418,68,TRANSFER,926.55,2017-01-01T00:00:00Z,False,-1
246,1297,28,TRANSFER,168.96,2017-01-01T00:00:00Z,False,-1
247,405,197,TRANSFER,969.6,2017-01-01T00:00:00Z,False,-1
248,904,13,TRANSFER,567.72,2017-01-01T00:00:00Z,False,-1
249,979,127,TRANSFER,116.17,2017-01-01T00:00:00Z,False,-1
250,1436,62,TRANSFER,848.24,2017-01-01T00:00:00Z,False,-1
251,1414,231,TRANSFER,273.78,2017-01-01T00:00:00Z,False,-1
252,1382,10,TRANSFER,221.22,2017-01-01T00:00:00Z,False,-1
253,859,40,TRANSFER,734.74,2017-01-01T00:00:00Z,False,-1
254,1045,386,TRANSFER,140.67,2017-01-01T00:00:00Z,False,-1
255,1403,645,TRANSFER,957.02,2017-01-02T00:00:00Z,False,-1
256,1375,32,TRANSFER,565.08,2017-01-02T00:00:00Z,False,-1
257,921,238,TRANSFER,508.98,2017-01-02T00:00:00Z,False,-1
258,1379,81,TRANSFER,172.13,2017-01-02T00:00:00Z,False,-1
259,95,989,TRANSFER,902.72,2017-01-02T00:00:00Z,False,-1
260,385,139,TRANSFER,648.02,2017-01-02T00:00:00Z,False,-1
261,1350,48,TRANSFER,319.68,2017-01-02T00:00:00Z,False,-1
262,119,110,TRANSFER,331.4,2017-01-02T00:00:00Z,False,-1
263,79,139,TRANSFER,639.06,2017-01-02T00:00:00Z,False,-1
264,1331,967,TRANSFER,815.91,2017-01-02T00:00:00Z,False,-1
265,378,1033,TRANSFER,459.22,2017-01-02T00:00:00Z,False,-1
266,120,34,TRANSFER,939.25,2017-01-02T00:00:00Z,False,-1
267,1377,77,TRANSFER,826.77,2017-01-02T00:00:00Z,False,-1
268,621,33,TRANSFER,491.21,2017-01-02T00:00:00Z,False,-1
269,1373,30,TRANSFER,729.0,2017-01-02T00:00:00Z,False,-1
270,499,1225,TRANSFER,743.65,2017-01-02T00:00:00Z,False,-1
271,1289,322,TRANSFER,852.45,2017-01-02T00:00:00Z,False,-1
272,818,58,TRANSFER,731.43,2017-01-02T00:00:00Z,False,-1
273,956,7,TRANSFER,404.71,2017-01-02T00:00:00Z,False,-1
274,1320,11,TRANSFER,520.51,2017-01-02T00:00:00Z,False,-1
275,1337,47,TRANSFER,656.15,2017-01-02T00:00:00Z,False,-1
276,1345,29,TRANSFER,192.11,2017-01-02T00:00:00Z,False,-1
277,1357,48,TRANSFER,877.49,2017-01-02T00:00:00Z,False,-1
278,1357,48,TRANSFER,687.85,2017-01-02T00:00:00Z,False,-1
279,57,36,TRANSFER,392.42,2017-01-02T00:00:00Z,False,-1
280,607,45,TRANSFER,447.72,2017-01-02T00:00:00Z,False,-1
281,1022,64,TRANSFER,625.16,2017-01-02T00:00:00Z,False,-1
282,290,19,TRANSFER,970.02,2017-01-02T00:00:00Z,False,-1
283,1270,11,TRANSFER,775.83,2017-01-02T00:00:00Z,False,-1
284,1161,977,TRANSFER,835.79,2017-01-02T00:00:00Z,False,-1
285,386,23,TRANSFER,420.34,2017-01-02T00:00:00Z,False,-1
286,1405,16,TRANSFER,149.37,2017-01-02T00:00:00Z,False,-1
287,1405,16,TRANSFER,161.9,2017-01-02T00:00:00Z,False,-1
288,92,612,TRANSFER,372.35,2017-01-02T00:00:00Z,False,-1
289,32,28,TRANSFER,140.35,2017-01-02T00:00:00Z,False,-1
290,627,699,TRANSFER,205.57,2017-01-02T00:00:00Z,False,-1
291,1374,43,TRANSFER,401.41,2017-01-02T00:00:00Z,False,-1
292,900,110,TRANSFER,278.68,2017-01-02T00:00:00Z,False,-1
293,1189,23,TRANSFER,879.25,2017-01-02T00:00:00Z,False,-1
294,1136,11,TRANSFER,752.97,2017-01-02T00:00:00Z,False,-1
295,1397,767,TRANSFER,487.37,2017-01-02T00:00:00Z,False,-1
296,40,30,TRANSFER,816.53,2017-01-02T00:00:00Z,False,-1
297,932,9,TRANSFER,212.65,2017-01-02T00:00:00Z,False,-1
298,761,190,TRANSFER,549.8,2017-01-02T00:00:00Z,False,-1
299,1114,20,TRANSFER,829.9,2017-01-02T00:00:00Z,False,-1
300,7,4,TRANSFER,566.54,2017-01-02T00:00:00Z,False,-1
301,65,38,TRANSFER,485.65,2017-01-02T00:00:00Z,False,-1
302,1381,62,TRANSFER,960.58,2017-01-02T00:00:00Z,False,-1
303,863,29,TRANSFER,567.3,2017-01-02T00:00:00Z,False,-1
304,91,24,TRANSFER,118.14,2017-01-02T00:00:00Z,False,-1
305,130,43,TRANSFER,141.78,2017-01-02T00:00:00Z,False,-1
306,868,47,TRANSFER,684.74,2017-01-02T00:00:00Z,False,-1
307,48,14,TRANSFER,707.77,2017-01-02T00:00:00Z,False,-1
308,509,436,TRANSFER,405.44,2017-01-02T00:00:00Z,False,-1
309,1184,70,TRANSFER,503.11,2017-01-02T00:00:00Z,False,-1
310,380,27,TRANSFER,947.86,2017-01-02T00:00:00Z,False,-1
311,864,35,TRANSFER,630.84,2017-01-02T00:00:00Z,False,-1
312,1321,346,TRANSFER,920.79,2017-01-02T00:00:00Z,False,-1
313,1435,30,TRANSFER,864.57,2017-01-02T00:00:00Z,False,-1
314,952,41,TRANSFER,278.69,2017-01-02T00:00:00Z,False,-1
315,214,10,TRANSFER,901.49,2017-01-02T00:00:00Z,False,-1
316,1262,14,TRANSFER,599.58,2017-01-02T00:00:00Z,False,-1
317,929,166,TRANSFER,124.17,2017-01-02T00:00:00Z,False,-1
318,960,25,TRANSFER,719.86,2017-01-02T00:00:00Z,False,-1
319,109,4,TRANSFER,450.25,2017-01-02T00:00:00Z,False,-1
320,68,97,TRANSFER,844.71,2017-01-02T00:00:00Z,False,-1
321,129,43,TRANSFER,803.49,2017-01-02T00:00:00Z,False,-1
322,1111,17,TRANSFER,839.1,2017-01-02T00:00:00Z,False,-1
323,218,350,TRANSFER,637.78,2017-01-02T00:00:00Z,False,-1
324,1268,98,TRANSFER,580.68,2017-01-02T00:00:00Z,False,-1
325,1317,30,TRANSFER,854.55,2017-01-02T00:00:00Z,False,-1
326,278,1177,TRANSFER,200.66,2017-01-02T00:00:00Z,False,-1
327,1429,24,TRANSFER,904.35,2017-01-02T00:00:00Z,False,-1
328,746,15,TRANSFER,724.95,2017-01-02T00:00:00Z,False,-1
329,1186,69,TRANSFER,935.06,2017-01-02T00:00:00Z,False,-1
330,1434,62,TRANSFER,793.87,2017-01-02T00:00:00Z,False,-1
331,64,48,TRANSFER,402.23,2017-01-02T00:00:00Z,False,-1
332,1334,75,TRANSFER,858.88,2017-01-02T00:00:00Z,False,-1
333,1278,42,TRANSFER,181.25,2017-01-02T00:00:00Z,False,-1
334,811,194,TRANSFER,983.69,2017-01-02T00:00:00Z,False,-1
335,1412,1415,TRANSFER,179.81,2017-01-02T00:00:00Z,False,-1
336,658,35,TRANSFER,266.44,2017-01-02T00:00:00Z,False,-1
337,769,6,TRANSFER,216.96,2017-01-02T00:00:00Z,False,-1
338,970,17,TRANSFER,928.61,2017-01-02T00:00:00Z,False,-1
339,1120,7,TRANSFER,202.31,2017-01-02T00:00:00Z,False,-1
340,19,44,TRANSFER,304.29,2017-01-02T00:00:00Z,False,-1
341,1402,58,TRANSFER,706.15,2017-01-02T00:00:00Z,False,-1
342,1123,61,TRANSFER,163.16,2017-01-02T00:00:00Z,False,-1
343,1387,346,TRANSFER,794.16,2017-01-02T00:00:00Z,False,-1
344,73,32,TRANSFER,514.28,2017-01-02T00:00:00Z,False,-1
345,73,32,TRANSFER,352.1,2017-01-02T00:00:00Z,False,-1
346,1315,105,TRANSFER,254.68,2017-01-02T00:00:00Z,False,-1
347,18,32,TRANSFER,498.33,2017-01-02T00:00:00Z,False,-1
348,128,38,TRANSFER,156.88,2017-01-02T00:00:00Z,False,-1
349,605,44,TRANSFER,665.77,2017-01-02T00:00:00Z,False,-1
350,1361,19,TRANSFER,726.24,2017-01-02T00:00:00Z,False,-1
351,1361,70,TRANSFER,770.41,2017-01-02T00:00:00Z,False,-1
352,1425,44,TRANSFER,673.25,2017-01-02T00:00:00Z,False,-1
353,226,26,TRANSFER,739.12,2017-01-02T00:00:00Z,False,-1
354,880,49,TRANSFER,897.66,2017-01-02T00:00:00Z,False,-1
355,922,11,TRANSFER,941.86,2017-01-02T00:00:00Z,False,-1
356,38,29,TRANSFER,645.05,2017-01-02T00:00:00Z,False,-1
357,38,29,TRANSFER,694.68,2017-01-02T00:00:00Z,False,-1
358,1132,13,TRANSFER,986.69,2017-01-02T00:00:00Z,False,-1
359,782,438,TRANSFER,297.01,2017-01-02T00:00:00Z,False,-1
360,867,40,TRANSFER,489.34,2017-01-02T00:00:00Z,False,-1
361,1288,377,TRANSFER,299.93,2017-01-02T00:00:00Z,False,-1
362,916,79,TRANSFER,438.36,2017-01-02T00:00:00Z,False,-1
363,916,75,TRANSFER,313.63,2017-01-02T00:00:00Z,False,-1
364,883,18,TRANSFER,836.85,2017-01-02T00:00:00Z,False,-1
365,1413,43,TRANSFER,293.52,2017-01-02T00:00:00Z,False,-1
366,1424,111,TRANSFER,525.58,2017-01-02T00:00:00Z,False,-1
367,606,8,TRANSFER,885.92,2017-01-02T00:00:00Z,False,-1
368,59,55,TRANSFER,975.91,2017-01-02T00:00:00Z,False,-1
369,43,318,TRANSFER,376.08,2017-01-02T00:00:00Z,False,-1
370,1390,47,TRANSFER,686.63,2017-01-02T00:00:00Z,False,-1
371,1005,91,TRANSFER,527.98,2017-01-02T00:00:00Z,False,-1
